7/16/2024,23:54.6,3412.45,4847.38,116.69,2.2954,114.7,124.84,0,60.022,267.9,0.4282,1.57258,1.391379,4845,15.175,0,59.8625,3,Starting Draw after Cutout.... 0.352 13579 2.395 3.014 3.000 ,120.449999,57.539053,58.240816,102.400002,68.86939,24.935,3.016,7.45,0.027,0.024,0,25.269568,8.342667,57.767372,207.987961,405.109689,48.560376,7.057195,151.900421,3.051,25.111,0,0,122.5,121.866669,120.733332,119.699997,118.699997,119.199997,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.64,29.347,69.49,37.458,36.769,99.64,NatG-1,39289.66486,106470.7282,,1074,893.355,37.927988,31.548564,68.199997,7.45,29.318,0.980115,0.984466,0.99558,0,37.131281,30.921216,39676.78163,33040.9919
7/16/2024,23:55.7,3413.45,4848.5,116.68,2.2937,114.4,124.88,0,60.022,267.6,0.4276,1.577538,1.39167,4847,15.175,0,59.85,3,Starting Draw after Cutout.... 0.398 13577 2.394 3.016 3.000 ,120.483333,57.550148,58.187755,102.400002,68.881634,24.991,3.021,7.44,0.03,0.019,0,25.351776,8.342707,57.76231,208.459028,405.109689,48.560376,7.056345,151.900375,3.061,25.167,0,0,122.5,121.900002,120.833336,119.766668,118.699997,119.199997,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.99,0.64,29.346,69.49,37.445,36.756,99.654,NatG-1,39275.77366,106485.688,,1068,893.805,37.7161,31.564455,68.199997,7.44,29.318,0.980091,0.984466,0.995556,0,37.125593,30.936028,39670.70343,33056.81907
7/16/2024,23:57.3,3414.45,4850.04,116.73,2.297,114.8,124.93,0,60.02,268.1,0.428,1.578232,1.394072,4848,15.175,0,59.8125,3,Starting Draw after Cutout.... 0.244 13570 2.393 3.019 3.000 ,120.511111,57.558284,58.12653,102.400002,68.893879,25.069,3.016,7.45,0.034,0.018,0,25.277374,8.342667,57.769451,209.106015,405.109689,48.560376,7.049214,151.900497,3.052,25.246,0,0,122.5,121.900002,120.900002,119.866669,118.699997,119.199997,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.64,29.344,69.49,37.445,36.759,99.67,NatG-1,39278.97932,106502.7849,,1068,894.255,37.7161,31.580347,68.199997,7.45,29.318,0.980115,0.984466,0.99558,0,37.122275,30.952368,39667.15799,33074.27866
7/16/2024,23:58.7,3416.45,4851.49,116.68,2.2947,114.5,124.98,0,60.019,267.7,0.4277,1.577592,1.395698,4850,15.175,0,59.925,3,Starting Draw after Cutout.... 0.250 13589 2.397 3.012 3.000 ,120.555556,57.561982,58.085714,102.400002,68.900002,25.142,3.009,7.44,0.037,0.016,0,25.096417,8.342649,57.771614,209.711372,405.109689,48.560376,7.04968,151.900436,3.03,25.319,0,0,122.5,121.900002,120.966667,119.900002,118.800001,119.266668,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.64,29.346,69.49,37.448,36.759,99.685,NatG-1,39278.97932,106518.8132,,1074,894.72,37.927988,31.596768,68.199997,7.44,29.318,0.980091,0.984466,0.995556,0,37.122182,30.967698,39667.05945,33090.65977
7/16/2024,24:00.2,3417.45,4852.93,116.65,2.2935,114.5,125.01,0,60.019,267.5,0.4279,1.577066,1.395542,4851,15.175,0,59.9375,3,Starting Draw after Cutout.... 0.500 13591 2.398 3.009 3.000 ,120.594445,57.561982,58.07755,102.400002,68.900002,25.209,2.992,7.43,0.039,0.015,0,24.891184,8.342628,57.772434,210.272972,405.109689,48.560376,7.051883,151.900467,3.005,25.386,0,0,122.5,121.900002,121.033333,119.900002,118.966667,119.266668,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.64,29.346,69.49,37.425,36.739,99.696,NatG-1,39257.60824,106530.5673,,1074,895.05,37.927988,31.608422,68.199997,7.43,29.318,0.980066,0.984466,0.995531,0,37.125345,30.978355,39670.43844,33102.04723
7/16/2024,24:01.6,3419.45,4854.38,116.7,2.2958,114.7,125.06,0,60.019,267.9,0.4281,1.581889,1.39623,4852,15.175,0,60.225,3,Starting Draw after Cutout.... 0.351 13636 2.409 2.984 3.000 ,120.633333,57.562426,58.114285,102.400002,68.900002,25.279,2.977,7.44,0.042,0.011,0,24.747605,8.342916,57.735554,210.855707,405.109689,48.560376,7.053259,151.900513,2.988,25.457,0,0,122.533333,121.933334,121,120,119.033333,119.300001,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.63,29.346,69.49,37.451,36.763,99.711,NatG-1,39283.25354,106546.5956,,1074,895.455,37.927988,31.622725,68.199997,7.44,29.318,0.980091,0.984466,0.995556,0,37.128494,30.993137,39673.8032,33117.84329
7/16/2024,24:02.7,3420.45,4855.5,116.73,2.2968,114.6,125.11,0,60.017,268.1,0.4274,1.580024,1.395357,4854,15.175,0,60.4,3,Starting Draw after Cutout.... 0.500 13664 2.416 2.975 3.000 ,120.672222,57.567012,58.181633,102.400002,68.900002,25.338,2.976,7.46,0.042,0.01,0,24.729694,8.342977,57.726761,211.350155,405.109689,48.560376,7.05524,151.900391,2.986,25.516,0,0,122.566666,121.933334,121,120.099998,119.099998,119.333336,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.64,29.347,69.49,37.428,36.743,99.726,NatG-1,39261.88246,106562.6239,,1074,895.89,37.927988,31.638087,68.199997,7.46,29.318,0.980139,0.984466,0.995605,0,37.130825,31.009725,39676.29453,33135.56776
7/16/2024,24:04.2,3421.45,4856.99,116.68,2.2947,114.6,125.15,0,60.016,267.7,0.4282,1.576677,1.393555,4855,15.175,0,60.3625,3,Starting Draw after Cutout.... 0.501 13658 2.414 2.980 3.000 ,120.666667,57.573373,58.255102,102.400002,68.900002,25.414,2.984,7.44,0.042,0.007,0,24.823711,8.343145,57.700996,211.982582,405.109689,48.560376,7.052819,151.900314,2.997,25.593,0,0,122.566666,121.900002,121.033333,120.166664,119.033333,119.300003,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.64,29.346,69.49,37.438,36.749,99.741,NatG-1,39268.29378,106578.6522,,1074,896.325,37.927988,31.653448,68.199997,7.44,29.318,0.980091,0.984466,0.995556,0,37.132345,31.023249,39677.91892,33150.01969
7/16/2024,24:05.7,3423.45,4858.44,116.71,2.2967,114.7,125.19,0,60.017,268,0.4281,1.577611,1.39294,4856,15.175,0,60.2,3,Starting Draw after Cutout.... 0.447 13633 2.408 2.984 3.000 ,120.683334,57.581361,58.310204,102.333336,68.900002,25.484,2.992,7.44,0.043,0.007,0,24.97734,8.34327,57.68948,212.570327,405.109689,48.560376,7.057312,151.900238,3.015,25.663,0,0,122.566666,121.900002,121.066666,120.266668,119,119.300003,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.64,29.346,69.49,37.425,36.739,99.753,NatG-1,39257.60824,106591.4749,,1074,896.655,37.927988,31.665102,68.199997,7.44,29.318,0.980091,0.984466,0.995556,0,37.13303,31.034671,39678.65104,33162.22454
7/16/2024,24:07.1,3424.45,4859.9,116.74,2.2971,114.6,125.23,0,60.017,268.2,0.4273,1.577511,1.392325,4858,15.175,0,60.0625,3,Starting Draw after Cutout.... 0.353 13610 2.402 2.997 3.000 ,120.694445,57.592455,58.32449,102.300003,68.900002,25.556,3.003,7.45,0.042,0.005,0,25.12849,8.343193,57.700485,213.173588,405.109689,48.560376,7.055714,151.900116,3.034,25.736,0,0,122.533333,121.900002,121.133331,120.300003,118.966667,119.333336,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.64,29.346,69.49,37.461,36.773,99.768,NatG-1,39293.93908,106607.5032,,1068,897.12,37.7161,31.681524,68.199997,7.45,29.317,0.980082,0.984466,0.995547,0,37.133,31.050493,39678.6186,33179.13059
7/16/2024,24:08.6,3426.45,4861.39,116.75,2.2983,114.8,125.28,0,60.017,268.3,0.428,1.574947,1.391178,4859,15.175,0,59.8875,3,Starting Draw after Cutout.... 0.352 13583 2.396 3.008 3.000 ,120.711112,57.601923,58.306123,102.300003,68.900002,25.63,3.01,7.45,0.044,0.006,0,25.205578,8.343089,57.715584,213.781009,405.109689,48.560376,7.055389,151.899948,3.043,25.809,0,0,122.5,121.866669,121.199997,120.300003,119,119.400002,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.64,29.345,69.49,37.501,36.809,99.783,NatG-1,39332.40703,106623.5315,,1068,897.57,37.7161,31.697415,68.199997,7.45,29.319,0.980148,0.984466,0.995614,0,37.132981,31.068148,39678.59786,33197.99637
7/16/2024,24:09.7,3427.45,4862.49,116.68,2.2948,114.6,125.31,0,60.019,267.8,0.4281,1.574691,1.390384,4860,15.175,0,59.825,3,Starting Draw after Cutout.... 0.397 13573 2.393 3.010 3.000 ,120.727779,57.608284,58.283674,102.300003,68.900002,25.684,3.009,7.45,0.043,0.004,0,25.174776,8.342978,57.730301,214.240234,405.109689,48.560376,7.051624,151.899826,3.039,25.865,0,0,122.5,121.933334,121.233332,120.300003,119,119.400002,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.64,29.345,69.49,37.461,36.773,99.795,NatG-1,39293.93908,106636.3541,,1080,897.915,38.139876,31.709599,68.199997,7.45,29.318,0.980115,0.984466,0.99558,0,37.134622,31.079049,39680.35166,33209.64482
7/16/2024,24:11.1,3428.45,4863.89,116.7,2.2958,114.6,125.36,0,60.016,267.9,0.4276,1.576008,1.390403,4862,15.175,0,59.8375,3,Starting Draw after Cutout.... 0.297 13575 2.394 3.008 3.000 ,120.733334,57.606657,58.27551,102.300003,68.900002,25.753,3.006,7.45,0.043,0.005,0,25.083942,8.342947,57.733231,214.814983,405.109689,48.560376,7.052959,151.899811,3.028,25.934,0,0,122.566666,122,121.199997,120.300003,118.933334,119.400002,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.64,29.346,69.49,37.461,36.773,99.809,NatG-1,39293.93908,106651.3139,,1074,898.32,37.927988,31.723901,68.199997,7.45,29.318,0.980115,0.984466,0.99558,0,37.136299,31.093067,39682.14389,33224.62386
7/16/2024,24:12.6,3430.45,4865.4,116.74,2.2974,114.7,125.41,0,60.018,268.2,0.4278,1.572343,1.39044,4863,15.175,0,59.925,3,Starting Draw after Cutout.... 0.500 13589 2.397 3.006 3.000 ,120.766667,57.597781,58.29796,102.300003,68.900002,25.827,2.997,7.45,0.041,0.004,-0.001,24.971544,8.342772,57.757057,215.435962,405.109689,48.560376,7.051796,151.899689,3.015,26.009,0,0,122.699997,122.033333,121.233332,120.300003,118.900002,119.433334,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.64,29.346,69.49,37.431,36.743,99.824,NatG-1,39261.88246,106667.3422,,1080,898.74,38.139876,31.738733,68.199997,7.45,29.319,0.980148,0.984466,0.995614,0,37.140444,31.108646,39686.57281,33241.2706
7/16/2024,24:14.1,3431.45,4866.9,116.74,2.2967,114.6,125.46,0,60.019,268.1,0.4274,1.575217,1.390183,4865,15.175,0,60.1125,3,Starting Draw after Cutout.... 0.347 13618 2.405 2.997 3.000 ,120.816667,57.588461,58.320409,102.300003,68.900002,25.902,2.989,7.43,0.039,0.005,0,24.890034,8.342661,57.767715,216.053419,405.109689,48.560376,7.052085,151.899612,3.005,26.084,0,0,122.733332,122.133331,121.300003,120.300003,118.933334,119.5,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.64,29.346,69.49,37.448,36.759,99.84,NatG-1,39278.97932,106684.4391,,1074,899.19,37.927988,31.754625,68.199997,7.43,29.319,0.980099,0.984466,0.995565,0,37.144642,31.122685,39691.05859,33256.27224
7/16/2024,24:15.6,3433.45,4868.39,116.69,2.295,114.7,125.51,0,60.021,267.8,0.4282,1.575773,1.391379,4866,15.175,0,60.25,3,Starting Draw after Cutout.... 0.352 13640 2.410 2.988 3.000 ,120.855556,57.583432,58.320409,102.300003,68.900002,25.976,2.989,7.45,0.034,0.007,0,24.879357,8.342659,57.768497,216.677313,405.109689,48.560376,7.0503,151.899658,3.004,26.159,0,0,122.833336,122.199997,121.266668,120.333336,119,119.5,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.64,29.345,69.49,37.435,36.746,99.854,NatG-1,39265.08812,106699.3988,,1074,899.61,37.927988,31.769457,68.199997,7.45,29.319,0.980148,0.984466,0.995614,0,37.150478,31.13876,39697.29507,33273.44888
7/16/2024,24:16.7,3434.45,4869.5,116.73,2.2971,114.7,125.55,0,60.023,268.1,0.4277,1.577641,1.3951,4868,15.175,0,60.2375,3,Starting Draw after Cutout.... 0.500 13638 2.410 2.990 3.000 ,120.883333,57.583136,58.281633,102.300003,68.900002,26.037,2.99,7.44,0.032,0.009,0,24.917612,8.342535,57.783195,217.17826,405.109689,48.560376,7.056256,151.899521,3.008,26.22,0,0,122.900002,122.233332,121.199997,120.433334,119.066666,119.466667,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.63,29.345,69.49,37.441,36.753,99.869,NatG-1,39272.568,106715.4271,,1074,900.06,37.927988,31.785349,68.199997,7.44,29.318,0.980091,0.984466,0.995556,0,37.153924,31.152524,39700.97726,33288.15633
7/16/2024,24:18.2,3435.45,4870.93,116.8,2.2994,114.8,125.58,0,60.023,268.6,0.4273,1.579325,1.396918,4869,15.175,0,60.2,3,Starting Draw after Cutout.... 0.250 13633 2.408 2.990 3.000 ,120.916666,57.587722,58.220408,102.300003,68.900002,26.104,2.994,7.44,0.03,0.01,0,24.992491,8.342373,57.806679,217.743079,405.109689,48.560376,7.060193,151.899445,3.017,26.288,0,0,122.966667,122.233332,121.233332,120.5,119.133331,119.433334,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.64,29.345,69.49,37.445,36.756,99.88,NatG-1,39275.77366,106727.1812,,1068,900.42,37.7161,31.798062,68.199997,7.44,29.319,0.980123,0.984466,0.995589,0,37.160585,31.166027,39708.09491,33302.58571
7/16/2024,24:19.6,3437.45,4872.38,116.74,2.2974,114.8,125.63,0,60.021,268.2,0.428,1.579176,1.397636,4870,15.175,0,60.1,3,Starting Draw after Cutout.... 0.353 13617 2.404 2.998 3.000 ,120.916665,57.594379,58.167346,102.300003,68.900002,26.176,3,7.44,0.028,0.014,0,25.063716,8.342178,57.829056,218.343774,405.109689,48.560376,7.058861,151.899414,3.026,26.36,0,0,122.966667,122.199997,121.199997,120.533333,119.133331,119.466667,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.64,29.346,69.49,37.425,36.736,99.895,NatG-1,39254.40258,106743.2095,,1074,900.84,37.927988,31.812894,68.199997,7.44,29.318,0.980091,0.984466,0.995556,0,37.169664,31.179521,39717.79644,33317.00415
7/16/2024,24:20.7,3438.45,4873.5,116.74,2.2977,114.7,125.68,0,60.019,268.2,0.4275,1.579405,1.397636,4872,15.175,0,60,3,Starting Draw after Cutout.... 0.500 13600 2.400 3.002 3.000 ,120.977776,57.599112,58.15102,102.300003,68.900002,26.235,3.002,7.44,0.026,0.015,0,25.092975,8.342291,57.814594,218.830692,405.109689,48.560376,7.059765,151.89946,3.029,26.419,0,0,123,122.233332,121.199997,120.633331,119.199997,119.599998,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.64,29.346,69.49,37.455,36.766,99.91,NatG-1,39286.4592,106759.2378,,1074,901.26,37.927988,31.827727,68.199997,7.44,29.319,0.980123,0.984466,0.995589,0,37.177912,31.195102,39726.60971,33333.65363
7/16/2024,24:22.2,3439.45,4874.92,116.74,2.297,114.6,125.71,0,60.018,268.1,0.4274,1.577405,1.396094,4873,15.175,0,59.95,3,Starting Draw after Cutout.... 0.249 13593 2.398 3.002 3.000 ,120.999999,57.601627,58.181632,102.300003,68.900002,26.304,3.003,7.44,0.024,0.017,0,25.078798,8.342258,57.819126,219.413351,405.109689,48.560376,7.055421,151.89946,3.028,26.489,0,0,123,122.300003,121.233332,120.666664,119.199997,119.599998,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.64,29.346,69.49,37.425,36.739,99.921,NatG-1,39257.60824,106770.9919,,1074,901.59,37.927988,31.83938,68.199997,7.44,29.319,0.980123,0.984466,0.995589,0,37.181249,31.206524,39730.17476,33345.85888
7/16/2024,24:23.6,3441.45,4876.39,116.75,2.2983,114.8,125.76,0,60.016,268.3,0.4279,1.578123,1.394861,4874,15.175,0,59.95,3,Starting Draw after Cutout.... 0.353 13592 2.398 3.002 3.000 ,121.01111,57.60074,58.242857,102.300003,68.900002,26.375,2.999,7.43,0.022,0.019,0,25.028904,8.342431,57.796825,220.002689,405.109689,48.560376,7.053493,151.89946,3.022,26.561,0,0,123,122.333336,121.233332,120.699997,119.199997,119.599998,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.64,29.346,69.49,37.448,36.763,99.937,NatG-1,39283.25354,106788.0888,,1068,902.025,37.7161,31.854742,68.199997,7.43,29.319,0.980099,0.984466,0.995565,0,37.177267,31.22081,39725.92,33361.12386
7/16/2024,24:24.8,3442.45,4877.56,116.74,2.2979,114.7,125.81,0,60.016,268.3,0.4276,1.577875,1.393952,4876,15.175,0,59.975,3,Starting Draw after Cutout.... 0.397 13596 2.399 2.999 3.000 ,121.022221,57.596746,58.312246,102.300003,68.900002,26.432,2.993,7.43,0.019,0.022,0,24.964584,8.342492,57.789658,220.478296,405.109689,48.560376,7.054156,151.899521,3.014,26.618,0,0,123,122.366669,121.233332,120.699997,119.233332,119.599998,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.63,29.346,69.49,37.425,36.736,99.951,NatG-1,39254.40258,106803.0486,,1074,902.43,37.927988,31.869045,68.199997,7.43,29.318,0.980066,0.984466,0.995531,0,37.172404,31.233782,39720.72358,33374.98517
7/16/2024,24:26.2,3443.45,4878.94,116.71,2.2965,114.6,125.84,0,60.016,268,0.4276,1.575267,1.393797,4877,15.175,0,60.125,3,Starting Draw after Cutout.... 0.150 13621 2.405 2.993 3.000 ,121.066667,57.59497,58.353062,102.233332,68.900002,26.501,2.988,7.44,0.018,0.024,0,24.911742,8.34254,57.782314,221.049325,405.109689,48.560376,7.054897,151.899429,3.008,26.687,0,0,123,122.400002,121.300003,120.699997,119.333336,119.666664,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.64,29.346,69.49,37.478,36.789,99.962,NatG-1,39311.03594,106814.8027,,1068,902.775,37.7161,31.881228,68.199997,7.44,29.318,0.980091,0.984466,0.995556,0,37.166687,31.246494,39714.61495,33388.56891
7/16/2024,24:27.2,3444.45,4879.99,116.73,2.2969,114.7,125.89,0,60.015,268.1,0.4277,1.574209,1.39193,4878,15.175,0,60.225,3,Starting Draw after Cutout.... 0.250 13637 2.409 2.987 3.000 ,121.094444,57.596006,58.359184,102.199997,68.900002,26.558,2.986,7.44,0.016,0.037,0,24.882043,8.342443,57.795418,221.525342,405.109689,48.560376,7.0553,151.899414,3.004,26.744,0,0,123,122.400002,121.300003,120.699997,119.466667,119.699997,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.64,29.345,69.49,37.455,36.766,99.977,NatG-1,39286.4592,106830.831,,1074,903.195,37.927988,31.89606,68.199997,7.44,29.318,0.980091,0.984466,0.995556,0,37.161752,31.261031,39709.34201,33404.10235
7/16/2024,24:28.7,3446.45,4881.48,116.71,2.2962,114.6,125.94,0,60.017,268,0.4277,1.57495,1.390027,4880,15.175,0,60.2375,3,Starting Draw after Cutout.... 0.500 13639 2.410 2.987 3.000 ,121.116666,57.601923,58.332653,102.199997,68.900002,26.632,2.989,7.43,0.015,0.029,0,24.894429,8.342289,57.813416,222.147733,405.109689,48.560376,7.056913,151.899506,3.005,26.819,0,0,123,122.466667,121.366669,120.699997,119.466667,119.699997,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.63,29.346,69.49,37.471,36.782,99.992,NatG-1,39303.55607,106846.8593,,1074,903.66,37.927988,31.912482,68.199997,7.43,29.319,0.980099,0.984466,0.995565,0,37.154367,31.277401,39701.45065,33421.59385
7/16/2024,24:30.2,3447.45,4882.94,116.66,2.2938,114.5,125.97,0,60.017,267.6,0.4278,1.5759,1.389251,4881,15.175,0,60.2,3,Starting Draw after Cutout.... 0.447 13632 2.408 2.989 3.000 ,121.127777,57.612722,58.302041,102.199997,68.900002,26.7,2.992,7.43,0.015,0.029,0,24.94111,8.342305,57.812286,222.71029,405.109689,48.560376,7.049461,151.899307,3.011,26.887,0,0,123,122.5,121.400002,120.699997,119.466667,119.699997,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.64,29.345,69.49,37.451,36.763,100.003,NatG-1,39283.25354,106858.6134,,1074,903.99,37.927988,31.924136,68.199997,7.43,29.318,0.980066,0.984466,0.995531,0,37.145352,31.287775,39691.81769,33432.67937
7/16/2024,24:31.6,3449.45,4884.39,116.65,2.2939,114.6,126.02,0,60.018,267.6,0.4283,1.572257,1.390742,4882,15.175,0,60.1375,3,Starting Draw after Cutout.... 0.354 13622 2.406 2.993 3.000 ,121.133333,57.623817,58.279592,102.199997,68.900002,26.772,2.993,7.42,0.015,0.031,0,24.997712,8.342203,57.826283,223.311077,405.109689,48.560376,7.046376,151.899307,3.018,26.959,0,0,123,122.533333,121.366669,120.666664,119.466667,119.766668,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.63,29.345,69.49,37.428,36.739,100.018,NatG-1,39257.60824,106874.6417,,1080,904.41,38.139876,31.938968,68.199997,7.42,29.318,0.980042,0.984466,0.995507,0,37.135484,31.301538,39681.27246,33447.38653
7/16/2024,24:33.1,3450.45,4885.89,116.7,2.2956,114.6,126.06,0,60.017,267.9,0.4276,1.57571,1.390146,4884,15.175,0,60.1125,3,Starting Draw after Cutout.... 0.500 13618 2.404 2.993 3.000 ,121.15,57.630769,58.279591,102.199997,68.900002,26.845,2.994,7.44,0.015,0.03,0,25.02929,8.342422,57.795696,223.923918,405.109689,48.560376,7.052507,151.899323,3.022,27.033,0,0,123.066666,122.599998,121.300003,120.599998,119.5,119.833336,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.63,29.346,69.49,37.421,36.736,100.033,NatG-1,39254.40258,106890.67,,1074,904.845,37.927988,31.95433,68.199997,7.44,29.318,0.980091,0.984466,0.995556,0,37.13047,31.31814,39675.91506,33465.12657
7/16/2024,24:34.2,3451.45,4887,116.69,2.2953,114.7,126.11,0,60.016,267.8,0.4281,1.575306,1.390779,4885,15.175,0,60.075,3,Starting Draw after Cutout.... 0.352 13613 2.403 2.995 3.000 ,121.166667,57.632988,58.297959,102.199997,68.900002,26.904,2.995,7.42,0.015,0.029,0,25.016565,8.342534,57.783554,224.413326,405.109689,48.560376,7.059547,151.899307,3.02,27.092,0,0,123.133331,122.599998,121.300003,120.566666,119.5,119.900002,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.63,29.346,69.49,37.415,36.726,100.048,NatG-1,39243.71704,106906.6983,,1074,905.26,37.927988,31.968985,68.199997,7.42,29.318,0.980042,0.984466,0.995507,0,37.132705,31.330957,39678.30283,33478.82169
7/16/2024,24:35.7,3453.45,4888.44,116.7,2.2961,114.7,126.14,0,60.017,268,0.4282,1.57528,1.391774,4886,15.175,0,60.0625,3,Starting Draw after Cutout.... 0.500 13611 2.403 2.995 3.000 ,121.205555,57.630621,58.330612,102.199997,68.900002,26.973,2.996,7.43,0.015,0.03,0,24.975912,8.342469,57.791962,224.988014,405.109689,48.560376,7.058845,151.899261,3.015,27.162,0,0,123.199997,122.599998,121.300003,120.566666,119.599998,119.966667,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.64,29.345,69.49,37.418,36.729,100.059,NatG-1,39246.9227,106918.4524,,1074,905.595,37.927988,31.980816,68.199997,7.43,29.318,0.980066,0.984466,0.995531,0,37.137393,31.343325,39683.31302,33492.03783
7/16/2024,24:37.1,3454.45,4889.89,116.72,2.2972,114.7,126.19,0,60.016,268.1,0.4277,1.576484,1.392221,4888,15.175,0,60.075,3,Starting Draw after Cutout.... 0.343 13612 2.403 2.996 3.000 ,121.255555,57.625444,58.371429,102.199997,68.900002,27.045,2.994,7.43,0.013,0.031,-0.001,24.940904,8.342498,57.788277,225.590242,405.109689,48.560376,7.056356,151.899307,3.011,27.235,0,0,123.233332,122.633331,121.333336,120.633331,119.633331,120.066666,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.64,29.346,69.49,37.415,36.729,100.074,NatG-1,39246.9227,106934.4807,,1068,906.045,37.7161,31.996707,68.199997,7.43,29.318,0.980066,0.984466,0.995531,0,37.141283,31.3589,39687.46961,33508.68039
