Equipment Description,Manufacturer,Model Number,Calibration ID,Accuracy,Last Calibrated,Calibration Due,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/07/2024,12:19:09.234,9.00,9.00,119.910000,2.557100,126.500000,0.282670,0.000000,60.021000,306.600000,0.412600,1.594736,1.393462,8.000000,22.200000,0.000000,20.000000,0.000000,Heating Tanks.... ,69.627777,71.454439,69.400002,69.300003,68.599998,0.000000,0.000000,11.990000,0.019000,0.028000,0.000000,0.000000,8.331839,69.564171,0.000000,0.000000,0.000000,7.120432,151.705139,0.000000,0.000000,0.000000,0.000000,69.800003,69.599998,69.533333,69.699997,69.533333,69.599998,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.460000,0.900000,29.564000,69.320000,16.382000,16.342000,0.039000,C3H8,41963.642716,100.145763,,480.000000,1.280000,16.951056,0.045203,69.300003,11.990000,29.539000,0.996278,0.982419,1.014107,0.000000,2.081176,0.045035,5344.126510,115.641566
10/07/2024,12:19:12.236,12.00,12.00,119.930000,2.556600,126.500000,0.388080,0.000000,60.022000,306.600000,0.412600,1.596847,1.393563,11.000000,22.200000,0.000000,20.000000,0.000000,Heating Tanks.... ,69.638888,71.458285,69.400002,69.300003,68.599998,0.000000,0.000000,12.000000,0.018000,0.031000,-0.001000,0.000000,8.331915,69.552544,0.000000,0.000000,0.000000,7.118572,151.705185,0.000000,0.000000,0.000000,0.000000,69.800003,69.599998,69.533333,69.699997,69.599998,69.599998,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.460000,0.890000,29.567000,69.250000,16.170000,16.133000,0.053000,C3H8,41426.964138,136.095525,,444.000000,1.620000,15.679727,0.057210,69.400002,12.000000,29.539000,0.996114,0.982233,1.014132,0.000000,3.843284,0.056987,9868.938757,146.334742
10/07/2024,12:19:15.238,15.00,15.00,119.870000,2.550600,126.100000,0.493260,0.000000,60.023000,305.700000,0.412500,1.595821,1.393927,14.000000,22.200000,0.000000,20.000000,0.000000,Heating Tanks.... ,69.616666,71.460504,69.400002,69.300003,68.599998,0.000000,0.000000,11.990000,0.018000,0.033000,0.000000,0.000000,8.332109,69.530663,0.000000,0.000000,0.000000,7.118955,151.705292,0.000000,0.000000,0.000000,0.000000,69.800003,69.566666,69.533333,69.633331,69.566666,69.599998,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.460000,0.900000,29.565000,69.200000,16.272000,16.239000,0.066000,C3H8,41699.155187,169.477446,,420.000000,2.000000,14.832174,0.070629,69.400002,11.990000,29.539000,0.996090,0.982233,1.014107,0.000000,6.090962,0.070353,15640.616885,180.655796
10/07/2024,12:19:18.237,18.00,18.00,119.890000,2.548900,125.900000,0.598420,0.000000,60.023000,305.600000,0.412200,1.595669,1.393527,17.000000,22.200000,0.000000,20.000000,0.000000,Heating Tanks.... ,69.633333,71.463314,69.400002,69.300003,68.599998,0.000000,0.000000,12.000000,0.023000,0.029000,0.000000,0.000000,8.331727,69.578629,0.000000,0.000000,0.000000,7.121071,151.705276,0.000000,0.000000,0.000000,0.000000,69.800003,69.599998,69.500000,69.699997,69.566666,69.633331,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.460000,0.890000,29.567000,69.150000,16.262000,16.226000,0.080000,C3H8,41665.773266,205.427207,,432.000000,2.360000,15.255950,0.083343,69.400002,12.000000,29.539000,0.996114,0.982233,1.014132,0.000000,8.657781,0.083019,22231.797459,213.179006
10/07/2024,12:19:21.238,21.00,21.00,119.850000,2.545000,125.800000,0.703400,0.000000,60.024000,305.000000,0.412300,1.598939,1.393659,20.000000,22.200000,0.000000,20.000000,0.000000,Heating Tanks.... ,69.633333,71.465237,69.400002,69.300003,68.599998,0.000000,0.000000,12.010000,0.031000,0.024000,-0.001000,0.000000,8.331846,69.565575,0.000000,0.000000,0.000000,7.122077,151.705414,0.000000,0.000000,0.000000,0.000000,69.800003,69.599998,69.533333,69.699997,69.566666,69.599998,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.460000,0.900000,29.566000,69.110000,16.021000,15.988000,0.093000,C3H8,41054.627325,238.809128,,444.000000,2.720000,15.679727,0.096056,69.300003,12.010000,29.539000,0.996326,0.982419,1.014156,0.000000,11.094293,0.095703,28488.371478,245.750242
10/07/2024,12:19:24.238,24.00,24.00,119.900000,2.544800,125.600000,0.808350,0.000000,60.021000,305.100000,0.411700,1.598043,1.394662,23.000000,22.200000,0.000000,20.000000,0.000000,Heating Tanks.... ,69.622222,71.466716,69.400002,69.300003,68.599998,0.000000,0.000000,12.010000,0.037000,0.018000,0.000000,0.000000,8.331483,69.611099,0.000000,0.000000,0.000000,7.119172,151.705383,0.000000,0.000000,0.000000,0.000000,69.800003,69.599998,69.500000,69.666664,69.566666,69.599998,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.460000,0.900000,29.566000,69.080000,15.892000,15.862000,0.107000,C3H8,40731.079474,274.758889,,444.000000,3.080000,15.679727,0.108769,69.400002,12.010000,29.539000,0.996138,0.982233,1.014156,0.000000,12.975070,0.108349,33317.903969,278.223413
10/07/2024,12:19:27.239,27.00,27.00,119.900000,2.542700,125.400000,0.913070,0.000000,60.017000,304.900000,0.411400,1.598970,1.394412,26.000000,22.200000,0.000000,20.000000,0.000000,Heating Tanks.... ,69.622222,71.468196,69.400002,69.300003,68.599998,0.000000,0.000000,12.000000,0.043000,0.015000,-0.001000,0.000000,8.331510,69.605713,0.000000,0.000000,0.000000,7.118297,151.705414,0.000000,0.000000,0.000000,0.000000,69.800003,69.599998,69.533333,69.633331,69.566666,69.599998,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.470000,0.900000,29.566000,69.050000,15.852000,15.822000,0.120000,C3H8,40628.365871,308.140811,,444.000000,3.480000,15.679727,0.122895,69.300003,12.000000,29.539000,0.996302,0.982419,1.014132,0.000000,14.260456,0.122441,36618.571828,314.408130
10/07/2024,12:19:30.241,30.00,30.01,119.850000,2.539100,125.300000,1.017500,0.000000,60.014000,304.300000,0.411800,1.598007,1.394493,29.000000,22.200000,0.000000,20.000000,0.000000,Heating Tanks.... ,69.627777,71.468935,69.400002,69.300003,68.599998,0.000000,0.000000,11.990000,0.047000,0.010000,0.000000,0.000000,8.331647,69.587677,0.000000,0.000000,0.000000,7.119097,151.705505,0.000000,0.000000,0.000000,0.000000,69.800003,69.599998,69.533333,69.666664,69.566666,69.599998,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.460000,0.900000,29.566000,69.030000,15.842000,15.812000,0.133000,C3H8,40602.687470,341.522732,,456.000000,3.860000,16.103503,0.136315,69.300003,11.990000,29.539000,0.996278,0.982419,1.014107,0.000000,15.036547,0.135807,38611.447403,348.731599
10/07/2024,12:19:33.241,33.00,33.01,119.870000,2.538300,125.300000,1.122000,0.000000,60.010000,304.300000,0.411700,1.598708,1.393259,32.000000,22.200000,0.000000,20.000000,0.000000,Heating Tanks.... ,69.622222,71.469527,69.400002,69.300003,68.599998,0.000000,0.000000,12.010000,0.050000,0.006000,0.000000,0.000000,8.331618,69.591942,0.000000,0.000000,0.000000,7.119041,151.705536,0.000000,0.000000,0.000000,0.000000,69.800003,69.599998,69.500000,69.666664,69.566666,69.599998,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.460000,0.900000,29.566000,69.010000,15.726000,15.696000,0.146000,C3H8,40304.818020,374.904653,,432.000000,4.200000,15.255950,0.148322,69.400002,12.010000,29.539000,0.996138,0.982233,1.014156,0.000000,15.371276,0.147749,39470.978223,379.395564
10/07/2024,12:19:36.241,36.00,36.01,119.810000,2.535400,125.200000,1.226400,0.000000,60.008000,303.800000,0.412100,1.599748,1.393623,35.000000,22.200000,0.000000,20.000000,0.000000,Heating Tanks.... ,69.638888,71.469823,69.400002,69.300003,68.599998,0.000000,0.000000,12.010000,0.050000,0.005000,0.000000,0.000000,8.331483,69.608482,0.000000,0.000000,0.000000,7.120010,151.705566,0.000000,0.000000,0.000000,0.000000,69.800003,69.599998,69.566666,69.699997,69.566666,69.599998,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.470000,0.900000,29.566000,68.990000,15.706000,15.680000,0.159000,C3H8,40263.732578,408.286574,,432.000000,4.580000,15.255950,0.161741,69.400002,12.010000,29.539000,0.996138,0.982233,1.014156,0.000000,15.442253,0.161117,39653.236630,413.721829
10/07/2024,12:19:39.241,39.00,39.01,119.900000,2.535700,125.000000,1.330800,0.000000,60.008000,304.000000,0.411100,1.601964,1.393578,38.000000,22.200000,0.000000,20.000000,0.000000,Heating Tanks.... ,69.616666,71.469971,69.400002,69.300003,68.599998,0.000000,0.000000,12.000000,0.048000,0.003000,0.000000,0.000000,8.331485,69.608871,0.000000,0.000000,0.000000,7.117666,151.705582,0.000000,0.000000,0.000000,0.000000,69.800003,69.599998,69.533333,69.666664,69.500000,69.599998,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.460000,0.900000,29.567000,68.980000,15.607000,15.580000,0.172000,C3H8,40006.948569,441.668495,,444.000000,4.940000,15.679727,0.174455,69.300003,12.000000,29.539000,0.996302,0.982419,1.014132,0.000000,15.481898,0.173809,39755.037206,446.314989
10/07/2024,12:19:42.241,42.00,42.01,119.970000,2.541100,125.500000,1.435200,0.000000,60.007000,304.900000,0.411800,1.600370,1.394849,41.000000,22.200000,0.000000,20.000000,0.000000,Heating Tanks.... ,69.633333,71.469971,69.400002,69.300003,68.599998,0.000000,0.000000,12.010000,0.049000,0.002000,0.000000,0.000000,8.330936,69.677788,0.000000,0.000000,0.000000,7.118935,151.705597,0.000000,0.000000,0.000000,0.000000,69.900002,69.566666,69.533333,69.633331,69.566666,69.599998,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.460000,0.900000,29.567000,68.960000,15.527000,15.504000,0.185000,C3H8,39811.792723,475.050416,,432.000000,5.300000,15.255950,0.187168,69.400002,12.010000,29.539000,0.996138,0.982233,1.014156,0.000000,15.544721,0.186445,39916.358223,478.761068
10/07/2024,12:19:45.241,45.00,45.01,119.980000,2.539600,125.400000,1.539800,0.000000,60.008000,304.700000,0.411600,1.599307,1.394232,44.000000,22.200000,0.000000,20.000000,0.000000,Heating Tanks.... ,69.672222,71.468492,69.400002,69.300003,68.599998,0.000000,0.000000,12.010000,0.049000,0.001000,-0.001000,0.000000,8.331081,69.657417,0.000000,0.000000,0.000000,7.118910,151.705582,0.000000,0.000000,0.000000,0.000000,69.966667,69.733335,69.533333,69.633331,69.566666,69.599998,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.470000,0.900000,29.566000,68.950000,15.448000,15.421000,0.198000,C3H8,39598.661995,508.432337,,444.000000,5.680000,15.679727,0.200587,69.300003,12.010000,29.539000,0.996326,0.982419,1.014156,0.000000,15.574472,0.199851,39992.753543,513.184329
10/07/2024,12:19:48.241,48.00,48.01,119.940000,2.536000,125.200000,1.644300,0.000000,60.004000,304.200000,0.411500,1.602603,1.394197,47.000000,22.200000,0.000000,20.000000,0.000000,Heating Tanks.... ,69.722221,71.467160,69.400002,69.300003,68.599998,0.000000,0.000000,12.040000,0.048000,0.004000,0.000000,0.000000,8.331361,69.622551,0.000000,0.000000,0.000000,7.118803,151.705643,0.000000,0.000000,0.000000,0.000000,70.099998,69.766668,69.599998,69.699997,69.566666,69.599998,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.470000,0.900000,29.565000,68.940000,15.415000,15.392000,0.211000,C3H8,39524.194633,541.814259,,468.000000,6.080000,16.527280,0.214713,69.400002,12.040000,29.539000,0.996210,0.982233,1.014230,0.000000,15.584380,0.213900,40018.196980,549.260182
10/07/2024,12:19:51.243,51.00,51.01,119.960000,2.536400,125.300000,1.748700,0.000000,60.004000,304.300000,0.411900,1.600536,1.393214,50.000000,22.200000,0.000000,20.000000,0.000000,Heating Tanks.... ,69.744444,71.465977,69.400002,69.300003,68.599998,0.000000,0.000000,12.020000,0.049000,0.004000,0.000000,0.000000,8.331196,69.644432,0.000000,0.000000,0.000000,7.118784,151.705627,0.000000,0.000000,0.000000,0.000000,70.199999,69.800003,69.599998,69.699997,69.566666,69.599998,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.460000,0.890000,29.568000,68.930000,15.392000,15.365000,0.224000,C3H8,39454.862950,575.196180,,468.000000,6.440000,16.527280,0.227427,69.400002,12.020000,29.539000,0.996162,0.982233,1.014181,0.000000,15.614086,0.226554,40094.477111,581.753965
10/07/2024,12:19:54.243,54.00,54.01,119.930000,2.533900,125.200000,1.853100,0.000000,60.005000,303.900000,0.412100,1.600103,1.394313,53.000000,22.200000,0.000000,20.000000,0.000000,Heating Tanks.... ,69.744444,71.465681,69.400002,69.300003,68.599998,0.000000,0.000000,12.020000,0.045000,0.002000,0.000000,0.000000,8.331172,69.648376,0.000000,0.000000,0.000000,7.119844,151.705627,0.000000,0.000000,0.000000,0.000000,70.366669,69.699999,69.566666,69.633331,69.599998,69.599998,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.470000,0.900000,29.565000,68.920000,15.266000,15.243000,0.237000,C3H8,39141.586460,608.578101,,432.000000,6.800000,15.255950,0.240140,69.300003,12.020000,29.539000,0.996350,0.982419,1.014181,0.000000,15.637161,0.239264,40153.729763,614.390498
10/07/2024,12:19:57.244,57.00,57.01,119.890000,2.528900,124.800000,1.957300,0.000000,60.008000,303.200000,0.411500,1.600024,1.394028,56.000000,22.200000,0.000000,20.000000,0.000000,Heating Tanks.... ,69.833332,71.464941,69.400002,69.300003,68.599998,0.000000,0.000000,12.030000,0.043000,0.001000,0.000000,0.000000,8.330938,69.677551,0.000000,0.000000,0.000000,7.118890,151.705612,0.000000,0.000000,0.000000,0.000000,70.400002,69.699999,69.633331,69.666664,69.966667,69.633331,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.470000,0.900000,29.566000,68.910000,15.140000,15.117000,0.249000,C3H8,38818.038609,639.392182,,420.000000,7.160000,14.832174,0.252853,69.400002,12.030000,29.539000,0.996186,0.982233,1.014206,0.000000,15.642099,0.251889,40166.410098,646.810457
10/07/2024,12:20:00.244,60.00,60.01,119.970000,2.531400,125.000000,2.061500,0.000000,60.012000,303.700000,0.411600,1.599234,1.393598,59.000000,22.200000,0.000000,20.000000,0.000000,Heating Tanks.... ,69.855554,71.464202,69.400002,69.300003,68.599998,0.000000,0.000000,12.030000,0.041000,0.003000,0.000000,0.000000,8.331077,69.658470,0.000000,0.000000,0.000000,7.118349,151.705597,0.000000,0.000000,0.000000,0.000000,70.466667,69.699999,69.633331,69.666664,70.033333,69.633331,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.470000,0.900000,29.566000,68.910000,15.074000,15.051000,0.262000,C3H8,38648.561163,672.774103,,444.000000,7.520000,15.679727,0.265567,69.300003,12.030000,29.539000,0.996375,0.982419,1.014206,0.000000,15.666940,0.264604,40230.196802,679.460077
10/07/2024,12:20:03.246,63.00,63.01,120.070000,2.534600,125.100000,2.165800,0.000000,60.016000,304.300000,0.411000,1.602265,1.394187,62.000000,22.200000,0.000000,20.000000,0.000000,Heating Tanks.... ,69.922221,71.463610,69.400002,69.300003,68.599998,0.000000,0.000000,12.010000,0.038000,0.007000,0.000000,0.000000,8.331054,69.664314,0.000000,0.000000,0.000000,7.118937,151.705475,0.000000,0.000000,0.000000,0.000000,70.500000,69.733332,69.666664,69.733332,70.300001,69.599998,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.470000,0.900000,29.567000,68.900000,15.071000,15.047000,0.274000,C3H8,38638.289802,703.588184,,444.000000,7.900000,15.679727,0.278986,69.400002,12.010000,29.539000,0.996138,0.982233,1.014156,0.000000,15.688549,0.277909,40285.684871,713.624988
10/07/2024,12:20:06.245,66.00,66.01,120.020000,2.531400,125.100000,2.270100,0.000000,60.016000,303.800000,0.411700,1.600656,1.394768,65.000000,22.200000,0.000000,20.000000,0.000000,Heating Tanks.... ,69.938889,71.462722,69.400002,69.300003,68.599998,0.000000,0.000000,12.000000,0.032000,0.011000,0.000000,0.000000,8.330740,69.702599,0.000000,0.000000,0.000000,7.118406,151.705582,0.000000,0.000000,0.000000,0.000000,70.400002,70.000000,69.599998,69.733332,70.300003,69.599998,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.470000,0.900000,29.567000,68.890000,15.104000,15.080000,0.287000,C3H8,38723.028525,736.970105,,468.000000,8.320000,16.527280,0.293818,69.300003,12.000000,29.539000,0.996302,0.982419,1.014132,0.000000,15.662334,0.292732,40218.369304,751.688402
10/07/2024,12:20:09.246,69.00,69.01,119.980000,2.527600,124.800000,2.374300,0.000000,60.020000,303.300000,0.411500,1.600253,1.393732,68.000000,22.200000,0.000000,20.000000,0.000000,Heating Tanks.... ,69.922222,71.463314,69.400002,69.300003,68.599998,0.000000,0.000000,12.020000,0.028000,0.019000,0.000000,0.000000,8.330824,69.692726,0.000000,0.000000,0.000000,7.118848,151.705521,0.000000,0.000000,0.000000,0.000000,70.533333,69.800003,69.599998,69.900002,70.099998,69.599998,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.460000,0.900000,29.568000,68.890000,14.968000,14.948000,0.299000,C3H8,38384.073634,767.784186,,480.000000,8.700000,16.951056,0.307238,69.300003,12.020000,29.539000,0.996350,0.982419,1.014181,0.000000,15.644430,0.306117,40172.393540,786.058431
10/07/2024,12:20:12.247,72.00,72.01,119.930000,2.524000,124.600000,2.478300,0.000000,60.022000,302.700000,0.411700,1.599485,1.393563,71.000000,22.200000,0.000000,20.000000,0.000000,Heating Tanks.... ,69.961110,71.465089,69.400002,69.300003,68.599998,0.000000,0.000000,12.040000,0.022000,0.025000,0.000000,0.000000,8.330775,69.698723,0.000000,0.000000,0.000000,7.118947,151.705505,0.000000,0.000000,0.000000,0.000000,70.599998,69.933334,69.599998,69.966667,70.066666,69.599998,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.470000,0.900000,29.566000,68.880000,14.958000,14.938000,0.312000,C3H8,38358.395233,801.166107,,444.000000,9.060000,15.679727,0.319951,69.400002,12.040000,29.539000,0.996210,0.982233,1.014230,0.000000,15.690803,0.318739,40291.472745,818.469942
10/07/2024,12:20:15.247,75.00,75.01,119.940000,2.523400,124.600000,2.582300,0.000000,60.021000,302.700000,0.411800,1.599469,1.394697,74.000000,22.200000,0.000000,20.000000,0.000000,Heating Tanks.... ,70.066666,71.466569,69.400002,69.300003,68.599998,0.000000,0.000000,12.020000,0.019000,0.030000,0.000000,0.000000,8.330863,69.687798,0.000000,0.000000,0.000000,7.119104,151.705460,0.000000,0.000000,0.000000,0.000000,70.800001,70.333336,69.666664,70.000000,70.000000,69.599998,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.470000,0.900000,29.566000,68.880000,15.031000,15.008000,0.324000,C3H8,38538.144039,831.980188,,444.000000,9.440000,15.679727,0.333371,69.300003,12.020000,29.539000,0.996350,0.982419,1.014181,0.000000,15.763507,0.332154,40478.164990,852.918573
10/07/2024,12:20:18.250,78.00,78.01,119.920000,2.522600,124.600000,2.686100,0.000000,60.018000,302.500000,0.412000,1.600174,1.394763,77.000000,22.200000,0.000000,20.000000,0.000000,Heating Tanks.... ,70.138889,71.467456,69.400002,69.300003,68.599998,0.000000,0.000000,12.010000,0.018000,0.033000,0.000000,0.000000,8.330854,69.689301,0.000000,0.000000,0.000000,7.118964,151.705475,0.000000,0.000000,0.000000,0.000000,70.900002,70.700002,69.666664,70.066666,69.900002,69.599998,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.470000,0.900000,29.566000,68.880000,14.984000,14.961000,0.337000,C3H8,38417.455555,865.362110,,456.000000,9.800000,16.103503,0.346084,69.400002,12.010000,29.539000,0.996138,0.982233,1.014156,0.000000,15.831139,0.344747,40651.833063,885.256315
10/07/2024,12:20:21.249,81.00,81.01,119.910000,2.521500,124.600000,2.789900,0.000000,60.015000,302.400000,0.412100,1.598850,1.394296,80.000000,22.200000,0.000000,20.000000,0.000000,Heating Tanks.... ,70.183333,71.467900,69.400002,69.300003,68.599998,0.000000,0.000000,12.030000,0.017000,0.032000,0.000000,0.000000,8.331285,69.633110,0.000000,0.000000,0.000000,7.119149,151.705475,0.000000,0.000000,0.000000,0.000000,70.900002,70.699997,69.766665,70.099998,69.866669,69.766668,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.470000,0.900000,29.566000,68.870000,14.832000,14.809000,0.349000,C3H8,38027.143862,896.176191,,444.000000,10.140000,15.679727,0.358091,69.300003,12.030000,29.539000,0.996375,0.982419,1.014206,0.000000,15.903707,0.356793,40838.177426,916.186859
10/07/2024,12:20:24.249,84.00,84.01,119.990000,2.522900,124.500000,2.893800,0.000000,60.018000,302.700000,0.411400,1.599786,1.394616,83.000000,22.200000,0.000000,20.000000,0.000000,Heating Tanks.... ,70.177778,71.469675,69.400002,69.300003,68.599998,0.000000,0.000000,12.050000,0.018000,0.032000,0.000000,0.000000,8.331288,69.633492,0.000000,0.000000,0.000000,7.118657,151.705460,0.000000,0.000000,0.000000,0.000000,70.900002,70.733332,69.900002,70.000000,69.699997,69.833336,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.470000,0.900000,29.566000,68.870000,14.660000,14.640000,0.361000,C3H8,37593.178887,926.990272,,408.000000,10.500000,14.408398,0.370804,69.400002,12.050000,29.539000,0.996234,0.982233,1.014255,0.000000,15.911910,0.369408,40859.241334,948.580870
10/07/2024,12:20:27.251,87.00,87.02,119.960000,2.521200,124.500000,2.997600,0.000000,60.020000,302.400000,0.411800,1.599873,1.395298,86.000000,22.200000,0.000000,20.000000,0.000000,Heating Tanks.... ,70.122222,71.472338,69.400002,69.300003,68.599998,0.000000,0.000000,12.020000,0.024000,0.029000,0.000000,0.000000,8.331006,69.668083,0.000000,0.000000,0.000000,7.119402,151.705490,0.000000,0.000000,0.000000,0.000000,70.966667,70.599998,69.900002,69.900002,69.599998,69.766668,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.470000,0.900000,29.567000,68.870000,14.802000,14.783000,0.374000,C3H8,37960.380019,960.372193,,432.000000,10.900000,15.255950,0.384930,69.400002,12.020000,29.539000,0.996162,0.982233,1.014181,0.000000,15.824390,0.383453,40634.502397,984.645686
10/07/2024,12:20:30.252,90.00,90.02,119.960000,2.519400,124.400000,3.101500,0.000000,60.019000,302.200000,0.411800,1.601215,1.393214,89.000000,22.200000,0.000000,20.000000,0.000000,Heating Tanks.... ,70.183333,71.475000,69.400002,69.300003,68.599998,0.000000,0.000000,12.030000,0.032000,0.024000,0.000000,0.000000,8.331083,69.657623,0.000000,0.000000,0.000000,7.118795,151.705353,0.000000,0.000000,0.000000,0.000000,71.199999,70.599998,69.766668,69.966667,69.599998,69.966667,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.460000,0.900000,29.568000,68.860000,14.690000,14.670000,0.386000,C3H8,37670.214089,991.186274,,468.000000,11.260000,16.527280,0.397644,69.300003,12.030000,29.539000,0.996375,0.982419,1.014206,0.000000,15.722040,0.396202,40371.684593,1017.383041
10/07/2024,12:20:33.251,93.00,93.02,119.870000,2.514700,124.300000,3.205300,0.000000,60.020000,301.400000,0.412500,1.598521,1.393259,92.000000,22.200000,0.000000,20.000000,0.000000,Heating Tanks.... ,70.288889,71.478107,69.400002,69.300003,68.599998,0.000000,0.000000,12.040000,0.037000,0.021000,0.000000,0.000000,8.330979,69.674149,0.000000,0.000000,0.000000,7.118870,151.705338,0.000000,0.000000,0.000000,0.000000,71.300003,70.733332,70.000000,69.966667,69.533333,70.199997,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.470000,0.900000,29.566000,68.860000,14.564000,14.544000,0.398000,C3H8,37346.666238,1022.000355,,420.000000,11.580000,14.832174,0.408944,69.300003,12.040000,29.539000,0.996399,0.982419,1.014230,0.000000,15.623053,0.407471,40117.501805,1046.321596
10/07/2024,12:20:36.252,96.00,96.02,119.970000,2.518800,124.500000,3.309100,0.000000,60.017000,302.200000,0.412000,1.600365,1.392765,95.000000,22.200000,0.000000,20.000000,0.000000,Heating Tanks.... ,70.372223,71.480178,69.400002,69.300003,68.599998,0.000000,0.000000,12.050000,0.042000,0.016000,0.000000,0.000000,8.330647,69.714500,0.000000,0.000000,0.000000,7.118817,151.705322,0.000000,0.000000,0.000000,0.000000,71.300003,70.900002,70.066666,69.900002,69.766665,70.300003,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.470000,0.900000,29.567000,68.850000,14.634000,14.614000,0.410000,C3H8,37526.415044,1052.814436,,408.000000,11.960000,14.408398,0.422364,69.300003,12.050000,29.539000,0.996423,0.982419,1.014255,0.000000,15.510967,0.420853,39829.683705,1080.683039
